G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Mon Dec 26 2011,7:00p EST,,Box Score,@,Indiana Pacers,L,,79,91,0,1,L 1,
2,Wed Dec 28 2011,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,89,105,0,2,L 2,
3,Fri Dec 30 2011,7:30p EST,,Box Score,@,Boston Celtics,L,,85,96,0,3,L 3,
4,Sat Dec 31 2011,6:00p EST,,Box Score,,Indiana Pacers,W,,96,88,1,3,W 1,
5,Mon Jan 2 2012,7:30p EST,,Box Score,,Orlando Magic,W,,89,78,2,3,W 2,
6,Wed Jan 4 2012,7:30p EST,,Box Score,,Chicago Bulls,L,,83,99,2,4,L 1,
7,Fri Jan 6 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,73,96,2,5,L 2,
8,Sat Jan 7 2012,7:30p EST,,Box Score,,New York Knicks,L,,80,103,2,6,L 3,
9,Mon Jan 9 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,68,92,2,7,L 4,
10,Tue Jan 10 2012,7:30p EST,,Box Score,,Dallas Mavericks,L,,86,100,2,8,L 5,
11,Thu Jan 12 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,93,102,2,9,L 6,
12,Fri Jan 13 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,98,81,3,9,W 1,
13,Sun Jan 15 2012,6:00p EST,,Box Score,,Golden State Warriors,L,,91,99,3,10,L 1,
14,Tue Jan 17 2012,7:00p EST,,Box Score,@,Houston Rockets,L,,80,97,3,11,L 2,
15,Wed Jan 18 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,85,93,3,12,L 3,
16,Fri Jan 20 2012,7:30p EST,,Box Score,,Memphis Grizzlies,L,,81,98,3,13,L 4,
17,Sat Jan 21 2012,7:30p EST,,Box Score,,Portland Trail Blazers,W,,94,91,4,13,W 1,
18,Mon Jan 23 2012,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,79,99,4,14,L 1,
19,Wed Jan 25 2012,7:30p EST,,Box Score,,Miami Heat,L,,98,101,4,15,L 2,
20,Fri Jan 27 2012,7:30p EST,,Box Score,,Atlanta Hawks,L,OT,101,107,4,16,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Jan 28 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,74,95,4,17,L 4,
22,Mon Jan 30 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,82,103,4,18,L 5,
23,Tue Jan 31 2012,7:30p EST,,Box Score,@,New York Knicks,L,,86,113,4,19,L 6,
24,Wed Feb 1 2012,7:30p EST,,Box Score,@,New Jersey Nets,L,,96,99,4,20,L 7,
25,Fri Feb 3 2012,7:30p EST,,Box Score,,Milwaukee Bucks,W,,88,80,5,20,W 1,
26,Sat Feb 4 2012,7:30p EST,,Box Score,,New Orleans Hornets,W,,89,87,6,20,W 2,
27,Wed Feb 8 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,99,92,7,20,W 3,
28,Fri Feb 10 2012,7:30p EST,,Box Score,,New Jersey Nets,W,,109,92,8,20,W 4,
29,Sun Feb 12 2012,6:00p EST,,Box Score,,Washington Wizards,L,,77,98,8,21,L 1,
30,Tue Feb 14 2012,7:30p EST,,Box Score,,San Antonio Spurs,L,,95,99,8,22,L 2,
31,Wed Feb 15 2012,7:30p EST,,Box Score,@,Boston Celtics,W,,98,88,9,22,W 1,
32,Fri Feb 17 2012,7:30p EST,,Box Score,,Sacramento Kings,W,,114,108,10,22,W 2,
33,Sun Feb 19 2012,6:00p EST,,Box Score,,Boston Celtics,W,,96,81,11,22,W 3,
34,Tue Feb 21 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,100,101,11,23,L 1,
35,Wed Feb 22 2012,7:00p EST,,Box Score,@,Toronto Raptors,L,,93,103,11,24,L 2,
36,Tue Feb 28 2012,7:30p EST,,Box Score,,Philadelphia 76ers,L,,68,97,11,25,L 3,
37,Wed Feb 29 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,,109,94,12,25,W 1,
38,Sat Mar 3 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,83,100,12,26,L 1,
39,Tue Mar 6 2012,7:30p EST,,Box Score,,Los Angeles Lakers,W,OT,88,85,13,26,W 1,
40,Fri Mar 9 2012,7:30p EST,,Box Score,,Atlanta Hawks,W,,86,85,14,26,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sat Mar 10 2012,7:30p EST,,Box Score,,Toronto Raptors,W,,105,86,15,26,W 3,
42,Mon Mar 12 2012,7:00p EST,,Box Score,@,Utah Jazz,L,,90,105,15,27,L 1,
43,Wed Mar 14 2012,7:00p EST,,Box Score,@,Sacramento Kings,W,,124,112,16,27,W 1,
44,Fri Mar 16 2012,7:00p EST,,Box Score,@,Phoenix Suns,L,,101,109,16,28,L 1,
45,Sun Mar 18 2012,12:30p EST,,Box Score,@,Los Angeles Clippers,L,OT,83,87,16,29,L 2,
46,Wed Mar 21 2012,7:00p EST,,Box Score,@,Denver Nuggets,L,,115,116,16,30,L 3,
47,Fri Mar 23 2012,7:30p EST,,Box Score,,Miami Heat,L,,73,88,16,31,L 4,
48,Sat Mar 24 2012,7:30p EST,,Box Score,@,New York Knicks,L,,79,101,16,32,L 5,
49,Mon Mar 26 2012,7:00p EST,,Box Score,@,Washington Wizards,W,,79,77,17,32,W 1,
50,Wed Mar 28 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,87,75,18,32,W 2,
51,Fri Mar 30 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,71,83,18,33,L 1,
52,Sat Mar 31 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,OT,110,107,19,33,W 1,
53,Tue Apr 3 2012,7:30p EST,,Box Score,,Orlando Magic,W,,102,95,20,33,W 2,
54,Thu Apr 5 2012,7:30p EST,,Box Score,,Washington Wizards,W,,99,94,21,33,W 3,
55,Fri Apr 6 2012,7:30p EST,,Box Score,@,Atlanta Hawks,L,,96,101,21,34,L 1,
56,Sun Apr 8 2012,6:00p EST,,Box Score,@,Miami Heat,L,,75,98,21,35,L 2,
57,Mon Apr 9 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,89,119,21,36,L 3,
58,Thu Apr 12 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,109,85,22,36,W 1,
59,Fri Apr 13 2012,8:00p EST,,Box Score,,Milwaukee Bucks,L,,97,113,22,37,L 1,
60,Sun Apr 15 2012,6:00p EST,,Box Score,,Chicago Bulls,L,OT,94,100,22,38,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Apr 17 2012,7:30p EST,,Box Score,,Cleveland Cavaliers,W,,116,77,23,38,W 1,
62,Wed Apr 18 2012,7:30p EST,,Box Score,@,Atlanta Hawks,L,,84,116,23,39,L 1,
63,Thu Apr 19 2012,7:30p EST,,Box Score,,Minnesota Timberwolves,L,,80,91,23,40,L 2,
64,Sun Apr 22 2012,6:00p EST,,Box Score,,Toronto Raptors,W,,76,73,24,40,W 1,
65,Mon Apr 23 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,97,103,24,41,L 1,
